Temporada,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
97/98,La Liga,1997-08-31,Tenerife,La Coruna,0,0,D
97/98,La Liga,1997-08-30,Real Madrid,Ath Madrid,1,1,D
96/97,La Liga,1997-06-23,Ath Madrid,Tenerife,0,3,A
96/97,La Liga,1997-06-22,Celta,Real Madrid,4,0,H
96/97,La Liga,1997-06-22,Hercules,Ath Bilbao,3,2,H
96/97,La Liga,1997-06-22,La Coruna,Extremadura,1,0,H
96/97,La Liga,1997-06-22,Oviedo,Sp Gijon,0,0,D
96/97,La Liga,1997-06-22,Santander,Sevilla,1,4,A
96/97,La Liga,1997-06-22,Rayo Vallecano,Barcelona,1,2,A
96/97,La Liga,1997-06-22,Zaragoza,Compostela,1,3,A
96/97,La Liga,1997-06-22,Sociedad,Logrones,2,1,H
96/97,La Liga,1997-06-21,Espanol,Valencia,3,2,H
96/97,La Liga,1997-06-21,Betis,Valladolid,2,0,H
96/97,La Liga,1997-06-16,Ath Bilbao,La Coruna,1,0,H
96/97,La Liga,1997-06-15,Logrones,Santander,1,1,D
96/97,La Liga,1997-06-15,Barcelona,Betis,3,0,H
96/97,La Liga,1997-06-15,Compostela,Sociedad,1,2,A
96/97,La Liga,1997-06-15,Extremadura,Celta,2,0,H
96/97,La Liga,1997-06-15,Sevilla,Espanol,3,1,H
96/97,La Liga,1997-06-15,Sp Gijon,Rayo Vallecano,3,0,H
96/97,La Liga,1997-06-15,Tenerife,Zaragoza,3,3,D
96/97,La Liga,1997-06-15,Valencia,Oviedo,2,1,H
96/97,La Liga,1997-06-15,Valladolid,Hercules,1,0,H
96/97,La Liga,1997-06-14,Real Madrid,Ath Madrid,3,1,H
96/97,La Liga,1997-06-02,Zaragoza,Ath Madrid,2,3,A
96/97,La Liga,1997-06-02,Sociedad,Tenerife,3,0,H
96/97,La Liga,1997-06-01,Hercules,Barcelona,2,1,H
96/97,La Liga,1997-06-01,Celta,Ath Bilbao,0,2,A
96/97,La Liga,1997-06-01,Espanol,Logrones,5,1,H
96/97,La Liga,1997-06-01,Santander,Compostela,2,2,D
96/97,La Liga,1997-06-01,La Coruna,Valladolid,0,2,A
96/97,La Liga,1997-06-01,Oviedo,Sevilla,1,0,H
96/97,La Liga,1997-06-01,Real Madrid,Extremadura,5,0,H
96/97,La Liga,1997-05-31,Rayo Vallecano,Valencia,3,1,H
96/97,La Liga,1997-05-31,Betis,Sp Gijon,0,1,A
96/97,La Liga,1997-05-26,Valencia,Betis,1,1,D
96/97,La Liga,1997-05-25,Zaragoza,Sociedad,3,0,H
96/97,La Liga,1997-05-25,Valladolid,Celta,0,1,A
96/97,La Liga,1997-05-25,Tenerife,Santander,2,2,D
96/97,La Liga,1997-05-25,Sp Gijon,Hercules,2,0,H
96/97,La Liga,1997-05-25,Sevilla,Rayo Vallecano,2,0,H
96/97,La Liga,1997-05-25,Logrones,Oviedo,1,1,D
96/97,La Liga,1997-05-25,Compostela,Espanol,3,1,H
96/97,La Liga,1997-05-25,Ath Madrid,Extremadura,1,1,D
96/97,La Liga,1997-05-25,Ath Bilbao,Real Madrid,1,0,H
96/97,La Liga,1997-05-24,Barcelona,La Coruna,1,0,H
96/97,La Liga,1997-05-19,Celta,Barcelona,1,3,A
96/97,La Liga,1997-05-18,Rayo Vallecano,Logrones,1,0,H
96/97,La Liga,1997-05-18,Santander,Zaragoza,1,2,A
96/97,La Liga,1997-05-18,Real Madrid,Valladolid,1,0,H
96/97,La Liga,1997-05-18,Oviedo,Compostela,2,2,D
96/97,La Liga,1997-05-18,La Coruna,Sp Gijon,0,0,D
96/97,La Liga,1997-05-18,Hercules,Valencia,0,2,A
96/97,La Liga,1997-05-18,Extremadura,Ath Bilbao,1,2,A
96/97,La Liga,1997-05-18,Espanol,Tenerife,1,0,H
96/97,La Liga,1997-05-18,Sociedad,Ath Madrid,1,1,D
96/97,La Liga,1997-05-17,Betis,Sevilla,3,3,D
96/97,La Liga,1997-05-15,Tenerife,Ath Madrid,2,3,A
96/97,La Liga,1997-05-12,Valencia,La Coruna,1,1,D
96/97,La Liga,1997-05-11,Sevilla,Hercules,5,0,H
96/97,La Liga,1997-05-11,Ath Madrid,Ath Bilbao,2,1,H
96/97,La Liga,1997-05-11,Compostela,Rayo Vallecano,2,1,H
96/97,La Liga,1997-05-11,Logrones,Betis,2,1,H
96/97,La Liga,1997-05-11,Tenerife,Oviedo,2,2,D
96/97,La Liga,1997-05-11,Sociedad,Santander,2,0,H
96/97,La Liga,1997-05-11,Sp Gijon,Celta,2,1,H
96/97,La Liga,1997-05-11,Zaragoza,Espanol,1,0,H
96/97,La Liga,1997-05-10,Valladolid,Extremadura,4,0,H
96/97,La Liga,1997-05-10,Barcelona,Real Madrid,1,0,H
96/97,La Liga,1997-05-05,Extremadura,Barcelona,1,3,A
96/97,La Liga,1997-05-04,Hercules,Logrones,1,0,H
96/97,La Liga,1997-05-04,Ath Bilbao,Valladolid,0,0,D
96/97,La Liga,1997-05-04,Celta,Valencia,1,1,D
96/97,La Liga,1997-05-04,Espanol,Sociedad,3,0,H
96/97,La Liga,1997-05-04,Betis,Compostela,0,0,D
96/97,La Liga,1997-05-04,Oviedo,Zaragoza,1,0,H
96/97,La Liga,1997-05-04,Rayo Vallecano,Tenerife,1,2,A
96/97,La Liga,1997-05-04,Real Madrid,Sp Gijon,3,1,H
96/97,La Liga,1997-05-04,Santander,Ath Madrid,1,1,D
96/97,La Liga,1997-05-03,La Coruna,Sevilla,3,0,H
96/97,La Liga,1997-04-21,Valencia,Real Madrid,1,1,D
96/97,La Liga,1997-04-20,Zaragoza,Rayo Vallecano,3,2,H
96/97,La Liga,1997-04-20,Sp Gijon,Extremadura,1,1,D
96/97,La Liga,1997-04-20,Sevilla,Celta,2,0,H
96/97,La Liga,1997-04-20,Santander,Espanol,1,1,D
96/97,La Liga,1997-04-20,Logrones,La Coruna,1,2,A
96/97,La Liga,1997-04-20,Compostela,Hercules,2,2,D
96/97,La Liga,1997-04-20,Barcelona,Ath Bilbao,2,0,H
96/97,La Liga,1997-04-20,Ath Madrid,Valladolid,3,1,H
96/97,La Liga,1997-04-20,Sociedad,Oviedo,1,0,H
96/97,La Liga,1997-04-19,Tenerife,Betis,0,1,A
96/97,La Liga,1997-04-17,Espanol,Ath Madrid,0,0,D
96/97,La Liga,1997-04-17,Oviedo,Santander,1,5,A
96/97,La Liga,1997-04-16,Rayo Vallecano,Sociedad,1,0,H
96/97,La Liga,1997-04-16,Valladolid,Barcelona,3,1,H
96/97,La Liga,1997-04-16,Real Madrid,Sevilla,4,2,H
96/97,La Liga,1997-04-16,La Coruna,Compostela,1,0,H
96/97,La Liga,1997-04-16,Hercules,Tenerife,3,1,H
96/97,La Liga,1997-04-16,Celta,Logrones,4,0,H
96/97,La Liga,1997-04-16,Betis,Zaragoza,2,2,D
96/97,La Liga,1997-04-16,Ath Bilbao,Sp Gijon,4,0,H
96/97,La Liga,1997-04-15,Extremadura,Valencia,1,0,H
96/97,La Liga,1997-04-14,Espanol,Oviedo,2,0,H
96/97,La Liga,1997-04-13,Santander,Rayo Vallecano,1,2,A
96/97,La Liga,1997-04-13,Logrones,Real Madrid,0,2,A
96/97,La Liga,1997-04-13,Compostela,Celta,2,1,H
96/97,La Liga,1997-04-13,Ath Madrid,Barcelona,2,5,A
96/97,La Liga,1997-04-13,Sociedad,Betis,0,1,A
96/97,La Liga,1997-04-13,Sp Gijon,Valladolid,1,2,A
96/97,La Liga,1997-04-13,Zaragoza,Hercules,2,0,H
96/97,La Liga,1997-04-12,Valencia,Ath Bilbao,5,2,H
96/97,La Liga,1997-04-12,Tenerife,La Coruna,2,1,H
96/97,La Liga,1997-04-12,Sevilla,Extremadura,0,0,D
96/97,La Liga,1997-04-07,Real Madrid,Compostela,0,0,D
96/97,La Liga,1997-04-06,Hercules,Sociedad,2,1,H
96/97,La Liga,1997-04-06,Ath Bilbao,Sevilla,0,0,D
96/97,La Liga,1997-04-06,Rayo Vallecano,Espanol,0,1,A
96/97,La Liga,1997-04-06,Valladolid,Valencia,4,1,H
96/97,La Liga,1997-04-06,La Coruna,Zaragoza,1,0,H
96/97,La Liga,1997-04-06,Extremadura,Logrones,3,0,H
96/97,La Liga,1997-04-06,Betis,Santander,2,2,D
96/97,La Liga,1997-04-06,Barcelona,Sp Gijon,4,0,H
96/97,La Liga,1997-04-05,Celta,Tenerife,3,1,H
96/97,La Liga,1997-04-05,Oviedo,Ath Madrid,4,1,H
96/97,La Liga,1997-03-31,Ath Madrid,Sp Gijon,2,1,H
96/97,La Liga,1997-03-30,Compostela,Extremadura,4,0,H
96/97,La Liga,1997-03-30,Sevilla,Valladolid,2,2,D
96/97,La Liga,1997-03-30,Espanol,Betis,0,0,D
96/97,La Liga,1997-03-30,Logrones,Ath Bilbao,1,4,A
96/97,La Liga,1997-03-30,Oviedo,Rayo Vallecano,0,2,A
96/97,La Liga,1997-03-30,Santander,Hercules,1,2,A
96/97,La Liga,1997-03-30,Tenerife,Real Madrid,1,1,D
96/97,La Liga,1997-03-30,Valencia,Barcelona,1,1,D
96/97,La Liga,1997-03-30,Zaragoza,Celta,1,1,D
96/97,La Liga,1997-03-29,Sociedad,La Coruna,1,1,D
96/97,La Liga,1997-03-24,Sp Gijon,Valencia,2,1,H
96/97,La Liga,1997-03-23,Ath Bilbao,Compostela,2,2,D
96/97,La Liga,1997-03-23,La Coruna,Santander,2,1,H
96/97,La Liga,1997-03-23,Extremadura,Tenerife,2,0,H
96/97,La Liga,1997-03-23,Hercules,Espanol,1,2,A
96/97,La Liga,1997-03-23,Barcelona,Sevilla,4,0,H
96/97,La Liga,1997-03-23,Real Madrid,Zaragoza,2,0,H
96/97,La Liga,1997-03-23,Valladolid,Logrones,2,1,H
96/97,La Liga,1997-03-23,Rayo Vallecano,Ath Madrid,1,2,A
96/97,La Liga,1997-03-22,Celta,Sociedad,1,1,D
96/97,La Liga,1997-03-22,Betis,Oviedo,4,0,H
96/97,La Liga,1997-03-17,Sociedad,Real Madrid,1,2,A
96/97,La Liga,1997-03-16,Compostela,Valladolid,1,1,D
96/97,La Liga,1997-03-16,Zaragoza,Extremadura,3,1,H
96/97,La Liga,1997-03-16,Rayo Vallecano,Betis,0,4,A
96/97,La Liga,1997-03-16,Sevilla,Sp Gijon,2,1,H
96/97,La Liga,1997-03-16,Santander,Celta,1,0,H
96/97,La Liga,1997-03-16,Oviedo,Hercules,2,0,H
96/97,La Liga,1997-03-16,Logrones,Barcelona,0,1,A
96/97,La Liga,1997-03-15,Espanol,La Coruna,0,1,A
96/97,La Liga,1997-03-15,Ath Madrid,Valencia,1,4,A
96/97,La Liga,1997-03-14,Tenerife,Ath Bilbao,3,3,D
96/97,La Liga,1997-03-10,Real Madrid,Santander,2,1,H
96/97,La Liga,1997-03-09,Ath Bilbao,Zaragoza,2,2,D
96/97,La Liga,1997-03-09,Hercules,Rayo Vallecano,1,0,H
96/97,La Liga,1997-03-09,Betis,Ath Madrid,3,2,H
96/97,La Liga,1997-03-09,Celta,Espanol,2,2,D
96/97,La Liga,1997-03-09,Extremadura,Sociedad,1,0,H
96/97,La Liga,1997-03-09,Barcelona,Compostela,3,0,H
96/97,La Liga,1997-03-09,La Coruna,Oviedo,3,0,H
96/97,La Liga,1997-03-09,Sp Gijon,Logrones,2,0,H
96/97,La Liga,1997-03-09,Valladolid,Tenerife,0,2,A
96/97,La Liga,1997-03-08,Valencia,Sevilla,4,2,H
96/97,La Liga,1997-03-06,Sp Gijon,Betis,2,4,A
96/97,La Liga,1997-03-05,Rayo Vallecano,Sevilla,2,0,H
96/97,La Liga,1997-03-03,Espanol,Real Madrid,0,2,A
96/97,La Liga,1997-03-02,Betis,Hercules,2,1,H
96/97,La Liga,1997-03-02,Zaragoza,Valladolid,1,0,H
96/97,La Liga,1997-03-02,Sociedad,Ath Bilbao,0,0,D
96/97,La Liga,1997-03-02,Santander,Extremadura,2,3,A
96/97,La Liga,1997-03-02,Oviedo,Celta,2,1,H
96/97,La Liga,1997-03-02,Compostela,Sp Gijon,2,1,H
96/97,La Liga,1997-03-01,Rayo Vallecano,La Coruna,1,2,A
96/97,La Liga,1997-03-01,Logrones,Valencia,2,1,H
96/97,La Liga,1997-03-01,Ath Madrid,Sevilla,3,2,H
96/97,La Liga,1997-03-01,Tenerife,Barcelona,4,0,H
96/97,La Liga,1997-02-24,Valencia,Compostela,2,1,H
96/97,La Liga,1997-02-23,Ath Bilbao,Santander,2,2,D
96/97,La Liga,1997-02-23,Valladolid,Sociedad,3,0,H
96/97,La Liga,1997-02-23,Sp Gijon,Tenerife,2,1,H
96/97,La Liga,1997-02-23,Sevilla,Logrones,1,4,A
96/97,La Liga,1997-02-23,Real Madrid,Oviedo,6,1,H
96/97,La Liga,1997-02-23,La Coruna,Betis,3,0,H
96/97,La Liga,1997-02-23,Extremadura,Espanol,3,0,H
96/97,La Liga,1997-02-23,Celta,Rayo Vallecano,2,0,H
96/97,La Liga,1997-02-23,Barcelona,Zaragoza,4,1,H
96/97,La Liga,1997-02-22,Hercules,Ath Madrid,0,2,A
96/97,La Liga,1997-02-20,Sociedad,Barcelona,2,0,H
96/97,La Liga,1997-02-19,Zaragoza,Sp Gijon,5,0,H
96/97,La Liga,1997-02-19,Rayo Vallecano,Real Madrid,1,0,H
96/97,La Liga,1997-02-19,Tenerife,Valencia,2,1,H
96/97,La Liga,1997-02-19,Santander,Valladolid,2,0,H
96/97,La Liga,1997-02-19,Oviedo,Extremadura,0,0,D
96/97,La Liga,1997-02-19,Hercules,La Coruna,1,3,A
96/97,La Liga,1997-02-19,Espanol,Ath Bilbao,0,2,A
96/97,La Liga,1997-02-19,Betis,Celta,1,1,D
96/97,La Liga,1997-02-19,Ath Madrid,Logrones,2,0,H
96/97,La Liga,1997-02-18,Compostela,Sevilla,2,0,H
96/97,La Liga,1997-02-16,Ath Bilbao,Oviedo,3,2,H
96/97,La Liga,1997-02-16,Logrones,Compostela,1,1,D
96/97,La Liga,1997-02-16,Barcelona,Santander,1,0,H
96/97,La Liga,1997-02-16,La Coruna,Ath Madrid,0,0,D
96/97,La Liga,1997-02-16,Celta,Hercules,3,0,H
96/97,La Liga,1997-02-16,Sp Gijon,Sociedad,0,0,D
96/97,La Liga,1997-02-16,Extremadura,Rayo Vallecano,1,0,H
96/97,La Liga,1997-02-16,Valladolid,Espanol,2,1,H
96/97,La Liga,1997-02-15,Valencia,Zaragoza,1,1,D
96/97,La Liga,1997-02-15,Sevilla,Tenerife,2,1,H
96/97,La Liga,1997-02-15,Real Madrid,Betis,2,2,D
96/97,La Liga,1997-02-09,La Coruna,Celta,2,2,D
96/97,La Liga,1997-02-09,Ath Madrid,Compostela,4,1,H
96/97,La Liga,1997-02-09,Betis,Extremadura,3,1,H
96/97,La Liga,1997-02-09,Espanol,Barcelona,2,0,H
96/97,La Liga,1997-02-09,Hercules,Real Madrid,2,3,A
96/97,La Liga,1997-02-09,Santander,Sp Gijon,2,0,H
96/97,La Liga,1997-02-09,Oviedo,Valladolid,1,1,D
96/97,La Liga,1997-02-09,Tenerife,Logrones,2,0,H
96/97,La Liga,1997-02-09,Rayo Vallecano,Ath Bilbao,1,1,D
96/97,La Liga,1997-02-09,Zaragoza,Sevilla,2,1,H
96/97,La Liga,1997-02-08,Sociedad,Valencia,0,1,A
96/97,La Liga,1997-02-03,Extremadura,Hercules,0,0,D
96/97,La Liga,1997-02-02,Sp Gijon,Espanol,4,3,H
96/97,La Liga,1997-02-02,Sevilla,Sociedad,2,3,A
96/97,La Liga,1997-02-02,Compostela,Tenerife,1,1,D
96/97,La Liga,1997-02-02,Valencia,Santander,1,1,D
96/97,La Liga,1997-02-02,Valladolid,Rayo Vallecano,4,0,H
96/97,La Liga,1997-02-02,Real Madrid,La Coruna,3,2,H
96/97,La Liga,1997-02-02,Logrones,Zaragoza,1,2,A
96/97,La Liga,1997-02-02,Barcelona,Oviedo,2,2,D
96/97,La Liga,1997-02-02,Ath Bilbao,Betis,0,3,A
96/97,La Liga,1997-02-01,Celta,Ath Madrid,1,1,D
96/97,La Liga,1997-01-27,Valladolid,Betis,1,3,A
96/97,La Liga,1997-01-26,Ath Bilbao,Hercules,5,0,H
96/97,La Liga,1997-01-26,Sp Gijon,Oviedo,0,0,D
96/97,La Liga,1997-01-26,Sevilla,Santander,0,0,D
96/97,La Liga,1997-01-26,Real Madrid,Celta,4,0,H
96/97,La Liga,1997-01-26,Logrones,Sociedad,1,0,H
96/97,La Liga,1997-01-26,Compostela,Zaragoza,2,1,H
96/97,La Liga,1997-01-26,Barcelona,Rayo Vallecano,6,0,H
96/97,La Liga,1997-01-25,Extremadura,La Coruna,1,0,H
96/97,La Liga,1997-01-25,Valencia,Espanol,1,1,D
96/97,La Liga,1997-01-20,Espanol,Sevilla,1,0,H
96/97,La Liga,1997-01-19,Betis,Barcelona,2,4,A
96/97,La Liga,1997-01-19,Zaragoza,Tenerife,1,1,D
96/97,La Liga,1997-01-19,Rayo Vallecano,Sp Gijon,0,1,A
96/97,La Liga,1997-01-19,Sociedad,Compostela,4,1,H
96/97,La Liga,1997-01-19,Santander,Logrones,2,1,H
96/97,La Liga,1997-01-19,Oviedo,Valencia,3,0,H
96/97,La Liga,1997-01-19,La Coruna,Ath Bilbao,2,2,D
96/97,La Liga,1997-01-19,Hercules,Valladolid,1,0,H
96/97,La Liga,1997-01-19,Celta,Extremadura,0,1,A
96/97,La Liga,1997-01-18,Ath Madrid,Real Madrid,1,4,A
96/97,La Liga,1997-01-13,Barcelona,Hercules,2,3,A
96/97,La Liga,1997-01-12,Logrones,Espanol,1,0,H
96/97,La Liga,1997-01-12,Valladolid,La Coruna,1,1,D
96/97,La Liga,1997-01-12,Valencia,Rayo Vallecano,1,0,H
96/97,La Liga,1997-01-12,Sevilla,Oviedo,2,1,H
96/97,La Liga,1997-01-12,Extremadura,Real Madrid,0,0,D
96/97,La Liga,1997-01-12,Compostela,Santander,1,1,D
96/97,La Liga,1997-01-12,Ath Madrid,Zaragoza,5,1,H
96/97,La Liga,1997-01-12,Ath Bilbao,Celta,2,2,D
96/97,La Liga,1997-01-11,Tenerife,Sociedad,0,1,A
96/97,La Liga,1997-01-06,Betis,Valencia,1,1,D
96/97,La Liga,1997-01-05,Oviedo,Logrones,2,1,H
96/97,La Liga,1997-01-05,Espanol,Compostela,0,2,A
96/97,La Liga,1997-01-05,Extremadura,Ath Madrid,2,4,A
96/97,La Liga,1997-01-05,Hercules,Sp Gijon,1,1,D
96/97,La Liga,1997-01-05,Santander,Tenerife,1,2,A
96/97,La Liga,1997-01-05,Real Madrid,Ath Bilbao,1,0,H
96/97,La Liga,1997-01-05,Sociedad,Zaragoza,1,0,H
96/97,La Liga,1997-01-04,La Coruna,Barcelona,0,1,A
96/97,La Liga,1997-01-04,Celta,Valladolid,0,2,A
96/97,La Liga,1996-12-23,Valencia,Hercules,3,0,H
96/97,La Liga,1996-12-22,Sevilla,Betis,0,3,A
96/97,La Liga,1996-12-22,Ath Bilbao,Extremadura,0,0,D
96/97,La Liga,1996-12-22,Ath Madrid,Sociedad,2,2,D
96/97,La Liga,1996-12-22,Barcelona,Celta,1,0,H
96/97,La Liga,1996-12-22,Compostela,Oviedo,0,2,A
96/97,La Liga,1996-12-22,Logrones,Rayo Vallecano,0,2,A
96/97,La Liga,1996-12-22,Tenerife,Espanol,5,1,H
96/97,La Liga,1996-12-22,Zaragoza,Santander,0,2,A
96/97,La Liga,1996-12-22,Sp Gijon,La Coruna,1,1,D
96/97,La Liga,1996-12-21,Valladolid,Real Madrid,1,1,D
96/97,La Liga,1996-12-09,Hercules,Sevilla,3,0,H
96/97,La Liga,1996-12-08,Espanol,Zaragoza,3,0,H
96/97,La Liga,1996-12-08,La Coruna,Valencia,1,0,H
96/97,La Liga,1996-12-08,Ath Bilbao,Ath Madrid,1,1,D
96/97,La Liga,1996-12-08,Betis,Logrones,5,1,H
96/97,La Liga,1996-12-08,Celta,Sp Gijon,2,1,H
96/97,La Liga,1996-12-08,Extremadura,Valladolid,1,1,D
96/97,La Liga,1996-12-08,Oviedo,Tenerife,1,3,A
96/97,La Liga,1996-12-08,Santander,Sociedad,1,2,A
96/97,La Liga,1996-12-08,Rayo Vallecano,Compostela,0,1,A
96/97,La Liga,1996-12-07,Real Madrid,Barcelona,2,0,H
96/97,La Liga,1996-12-02,Barcelona,Extremadura,3,0,H
96/97,La Liga,1996-12-01,Logrones,Hercules,3,2,H
96/97,La Liga,1996-12-01,Compostela,Betis,0,2,A
96/97,La Liga,1996-12-01,Zaragoza,Oviedo,1,0,H
96/97,La Liga,1996-12-01,Valladolid,Ath Bilbao,0,0,D
96/97,La Liga,1996-12-01,Sociedad,Espanol,1,0,H
96/97,La Liga,1996-12-01,Sevilla,La Coruna,0,1,A
96/97,La Liga,1996-11-30,Tenerife,Rayo Vallecano,1,2,A
96/97,La Liga,1996-11-30,Ath Madrid,Santander,1,0,H
96/97,La Liga,1996-11-30,Sp Gijon,Real Madrid,0,1,A
96/97,La Liga,1996-11-30,Valencia,Celta,2,0,H
96/97,La Liga,1996-11-25,Valladolid,Ath Madrid,0,3,A
96/97,La Liga,1996-11-24,Betis,Tenerife,3,1,H
96/97,La Liga,1996-11-24,Rayo Vallecano,Zaragoza,1,1,D
96/97,La Liga,1996-11-24,Real Madrid,Valencia,4,2,H
96/97,La Liga,1996-11-24,Oviedo,Sociedad,0,0,D
96/97,La Liga,1996-11-24,La Coruna,Logrones,4,1,H
96/97,La Liga,1996-11-24,Hercules,Compostela,1,0,H
96/97,La Liga,1996-11-24,Espanol,Santander,0,0,D
96/97,La Liga,1996-11-24,Celta,Sevilla,4,2,H
96/97,La Liga,1996-11-23,Extremadura,Sp Gijon,1,2,A
96/97,La Liga,1996-11-23,Ath Bilbao,Barcelona,2,1,H
96/97,La Liga,1996-11-18,Barcelona,Valladolid,6,1,H
96/97,La Liga,1996-11-17,Sociedad,Rayo Vallecano,3,1,H
96/97,La Liga,1996-11-17,Santander,Oviedo,1,0,H
96/97,La Liga,1996-11-17,Sevilla,Real Madrid,1,3,A
96/97,La Liga,1996-11-17,Logrones,Celta,0,3,A
96/97,La Liga,1996-11-17,Sp Gijon,Ath Bilbao,2,4,A
96/97,La Liga,1996-11-17,Zaragoza,Betis,2,2,D
96/97,La Liga,1996-11-16,Tenerife,Hercules,3,1,H
96/97,La Liga,1996-11-16,Ath Madrid,Espanol,2,1,H
96/97,La Liga,1996-11-16,Compostela,La Coruna,0,0,D
96/97,La Liga,1996-11-16,Valencia,Extremadura,0,0,D
96/97,La Liga,1996-11-11,Valladolid,Sp Gijon,1,0,H
96/97,La Liga,1996-11-10,La Coruna,Tenerife,0,0,D
96/97,La Liga,1996-11-10,Ath Bilbao,Valencia,2,0,H
96/97,La Liga,1996-11-10,Celta,Compostela,1,2,A
96/97,La Liga,1996-11-10,Extremadura,Sevilla,0,1,A
96/97,La Liga,1996-11-10,Hercules,Zaragoza,1,1,D
96/97,La Liga,1996-11-10,Betis,Sociedad,2,1,H
96/97,La Liga,1996-11-10,Oviedo,Espanol,3,1,H
96/97,La Liga,1996-11-10,Real Madrid,Logrones,0,0,D
96/97,La Liga,1996-11-10,Rayo Vallecano,Santander,0,0,D
96/97,La Liga,1996-11-09,Barcelona,Ath Madrid,3,3,D
96/97,La Liga,1996-11-04,Sp Gijon,Barcelona,0,0,D
96/97,La Liga,1996-11-03,Ath Madrid,Oviedo,3,0,H
96/97,La Liga,1996-11-03,Zaragoza,La Coruna,1,2,A
96/97,La Liga,1996-11-03,Valencia,Valladolid,2,4,A
96/97,La Liga,1996-11-03,Tenerife,Celta,0,0,D
96/97,La Liga,1996-11-03,Sociedad,Hercules,2,1,H
96/97,La Liga,1996-11-03,Sevilla,Ath Bilbao,4,2,H
96/97,La Liga,1996-11-03,Logrones,Extremadura,0,0,D
96/97,La Liga,1996-11-03,Espanol,Rayo Vallecano,0,0,D
96/97,La Liga,1996-11-03,Compostela,Real Madrid,1,2,A
96/97,La Liga,1996-11-02,Santander,Betis,1,1,D
96/97,La Liga,1996-10-28,Valladolid,Sevilla,0,1,A
96/97,La Liga,1996-10-27,Rayo Vallecano,Oviedo,2,2,D
96/97,La Liga,1996-10-27,Ath Bilbao,Logrones,6,0,H
96/97,La Liga,1996-10-27,La Coruna,Sociedad,1,0,H
96/97,La Liga,1996-10-27,Celta,Zaragoza,0,0,D
96/97,La Liga,1996-10-27,Extremadura,Compostela,1,1,D
96/97,La Liga,1996-10-27,Hercules,Santander,0,1,A
96/97,La Liga,1996-10-26,Real Madrid,Tenerife,0,0,D
96/97,La Liga,1996-10-26,Sp Gijon,Ath Madrid,0,1,A
96/97,La Liga,1996-10-26,Barcelona,Valencia,3,2,H
96/97,La Liga,1996-10-26,Betis,Espanol,1,2,A
96/97,La Liga,1996-10-23,Logrones,Valladolid,0,1,A
96/97,La Liga,1996-10-23,Ath Madrid,Rayo Vallecano,1,3,A
96/97,La Liga,1996-10-23,Compostela,Ath Bilbao,1,1,D
96/97,La Liga,1996-10-23,Espanol,Hercules,2,1,H
96/97,La Liga,1996-10-23,Oviedo,Betis,1,1,D
96/97,La Liga,1996-10-23,Santander,La Coruna,1,1,D
96/97,La Liga,1996-10-23,Sevilla,Barcelona,0,1,A
96/97,La Liga,1996-10-23,Sociedad,Celta,1,2,A
96/97,La Liga,1996-10-23,Tenerife,Extremadura,2,1,H
96/97,La Liga,1996-10-23,Valencia,Sp Gijon,2,1,H
96/97,La Liga,1996-10-22,Zaragoza,Real Madrid,1,2,A
96/97,La Liga,1996-10-21,Sp Gijon,Sevilla,1,1,D
96/97,La Liga,1996-10-20,Betis,Rayo Vallecano,3,0,H
96/97,La Liga,1996-10-20,Barcelona,Logrones,8,0,H
96/97,La Liga,1996-10-20,Celta,Santander,1,1,D
96/97,La Liga,1996-10-20,Valencia,Ath Madrid,3,1,H
96/97,La Liga,1996-10-19,Valladolid,Compostela,3,1,H
96/97,La Liga,1996-10-19,Real Madrid,Sociedad,6,1,H
96/97,La Liga,1996-10-19,La Coruna,Espanol,2,0,H
96/97,La Liga,1996-10-19,Hercules,Oviedo,1,1,D
96/97,La Liga,1996-10-19,Extremadura,Zaragoza,2,1,H
96/97,La Liga,1996-10-19,Ath Bilbao,Tenerife,2,0,H
96/97,La Liga,1996-10-13,Rayo Vallecano,Hercules,2,1,H
96/97,La Liga,1996-10-13,Sociedad,Extremadura,3,0,H
96/97,La Liga,1996-10-13,Santander,Real Madrid,2,2,D
96/97,La Liga,1996-10-13,Oviedo,La Coruna,0,1,A
96/97,La Liga,1996-10-13,Logrones,Sp Gijon,0,2,A
96/97,La Liga,1996-10-12,Espanol,Celta,0,0,D
96/97,La Liga,1996-10-12,Ath Madrid,Betis,2,2,D
96/97,La Liga,1996-10-12,Compostela,Barcelona,1,5,A
96/97,La Liga,1996-10-12,Tenerife,Valladolid,1,3,A
96/97,La Liga,1996-10-12,Sevilla,Valencia,0,2,A
96/97,La Liga,1996-10-12,Zaragoza,Ath Bilbao,1,1,D
96/97,La Liga,1996-10-03,Sevilla,Ath Madrid,0,0,D
96/97,La Liga,1996-10-02,Hercules,Betis,0,1,A
96/97,La Liga,1996-10-02,Ath Bilbao,Sociedad,1,3,A
96/97,La Liga,1996-10-02,Barcelona,Tenerife,1,1,D
96/97,La Liga,1996-10-02,Celta,Oviedo,3,1,H
96/97,La Liga,1996-10-02,Extremadura,Santander,1,2,A
96/97,La Liga,1996-10-02,La Coruna,Rayo Vallecano,1,1,D
96/97,La Liga,1996-10-02,Sp Gijon,Compostela,1,1,D
96/97,La Liga,1996-10-02,Valencia,Logrones,0,1,A
96/97,La Liga,1996-10-02,Valladolid,Zaragoza,1,1,D
